term,n,y0,peak_year,peak_share_pct,prevalence_2021_2025_pct,docs_total,kandydaci_na_poprzednika,tytuly_okolo_y0,tytuly_2023_2025,autor_top_pct,autor_eff_n,kraj_top,kraj_top_pct,kraj_eff_n,kraj_brak_pct,czasopismo_top_nlm,czasopismo_top_pct,czasopismo_eff_n,nachylenie_log,czas_podwojenia_lat,trwalosc_2025_do_szczytu,prac_w_oknie,kategoria,poprzednik,uwagi
invasive transforaminal lumbar,3,2013,2022,0.491,0.382,606,"microscope (lift 16.7, wsp. 4); solid fusion (lift 14.7, wsp. 5); in a series (lift 13.9, wsp. 5); disc space (lift 13.9, wsp. 5); 36 sf 36 (lift 13.7, wsp. 4)",[2012] Minimally invasive transforaminal lumbar interbody fusion and spondylolisthesis. | [2012] Minimally invasive surgery for the lumbar spine. | [2012] Learning curve and clinical outcomes of minimally invasive transforaminal lumbar interbody fusion: our experience in 86 consecutive cases.,[2023] Improvement following minimally invasive transforaminal lumbar interbody fusion in patients aged 70 years or older compared with younger age groups. | [2023] Minimally invasive versus open transforaminal lumbar interbody fusion for grade I lumbar spondylolisthesis: 5-year follow-up from the prospective multicenter Quality Outcomes Database registry. | [2023] Recovery ratios and minimum clinically important difference for clinical outcomes in workers' compensation recipients undergoing MIS-TLIF versus ALIF.,1.3,361.9,China,42.1,3.8,16.5,101528275,14.1,20.4,0.079,8.7,0.54,552,,,
national joint,2,2012,2021,0.443,0.378,638,"birmingham (lift 55.5, wsp. 8); been revised (lift 38.8, wsp. 6); hip replacement for (lift 34.4, wsp. 8); surface replacement (lift 30.7, wsp. 4); metal bearing (lift 25.0, wsp. 6)",[2011] Complications following anterior cruciate ligament reconstruction in the English NHS. | [2011] Meat consumption and risk of primary hip and knee joint replacement due to osteoarthritis: a prospective cohort study. | [2011] Perioperative mortality after hemiarthroplasty related to fixation method.,"[2023] First-time revision knee arthroplasty using a hinged prosthesis : temporal trends, indications, and risk factors associated with re-revision using data from the National Joint Registry for 3,855 patients. | [2023] Is Enoxaparin Associated With a Higher Risk of Persistent Wound Drainage Than Aspirin? A Secondary Analysis of Data From the CRISTAL Randomized Trial. | [2023] Survivorship of the dual-mobility construct in elective primary total hip replacement: a systematic review and meta-analysis including registry data.",1.9,287.2,UK,45.3,3.1,4.9,8703515,13.4,17.1,0.081,8.5,0.89,588,,,
shoulder arthroplasty a,3,2022,2023,0.436,0.373,559,"prospectively randomized (lift 28.9, wsp. 4); shoulder prosthesis (lift 26.1, wsp. 6); a massive (lift 21.1, wsp. 5); cadaveric shoulder (lift 18.5, wsp. 5); prospective randomized clinical (lift 14.8, wsp. 4)",[2021] The safety of outpatient total shoulder arthroplasty: a systematic review and meta-analysis. | [2021] A single dose of tranexamic acid reduces blood loss after reverse and anatomic shoulder arthroplasty: a randomized controlled trial. | [2021] A combination of infraclavicular and suprascapular nerve blocks for total shoulder arthroplasty: A case series.,[2023] Glenoid reconstruction bone loss with a pediculated coracoid autograft during shoulder arthroplasty. A technical note. | [2023] Perioperative risk stratification tools for shoulder arthroplasty: a systematic review. | [2023] Factors affecting stress shielding and osteolysis after reverse shoulder arthroplasty: A multicenter study in a Japanese population.,1.7,201.3,USA,58.8,2.8,5.6,9206499,44.4,4.8,,,0.91,234,,,
australian,1,2017,2022,0.429,0.37,620,"waiting list (lift 55.0, wsp. 5); resurfaced (lift 30.2, wsp. 4); resurfacing in (lift 27.2, wsp. 4); hip replacement for (lift 18.7, wsp. 4); bearing surface (lift 16.2, wsp. 10)",[2016] Perioperative blood management programme reduces the use of allogenic blood transfusion in patients undergoing total hip and knee arthroplasty. | [2016] Psychological Traits in Patients Waiting for Total Knee Arthroplasty. A Cross-sectional Study. | [2016] Relationship between circulating sex steroid hormone concentrations and incidence of total knee and hip arthroplasty due to osteoarthritis in men.,"[2024] Epidemiology of cruciate ligament reconstruction in the Australian Defence Force and predictors of outcome. | [2023] Is Enoxaparin Associated With a Higher Risk of Persistent Wound Drainage Than Aspirin? A Secondary Analysis of Data From the CRISTAL Randomized Trial. | [2023] What is the cost, impact, and willingness to pay for an Amputee Peer Support Program?",2.7,265.6,Australia,84.1,1.4,3.6,101086634,11.3,22.0,0.112,6.2,0.86,443,,,
enhanced recovery after,3,2018,2025,0.435,0.368,399,"infusion (lift 9.4, wsp. 5); experience with (lift 4.7, wsp. 5); hip replacement (lift 3.3, wsp. 8)",[2017] Results of enhanced recovery after primary ankle replacements. | [2017] Enhanced recovery after surgery for hip and knee arthroplasty: where is the evidence? | [2017] Implementation and effects of Enhanced Recovery After Surgery for hip and knee replacements and fractured neck of femur in New Zealand orthopaedic services.,"[2023] Key Elements of Enhanced Recovery after Total Joint Arthroplasty: A Reanalysis of the Enhanced Recovery after Surgery Guidelines. | [2024] Analgesic Effects of Preoperative Combination of Oral Pregabalin and Intravenous Magnesium Sulfate on Postoperative Pain in Patients Undergoing Posterolateral Spinal Fusion Surgery: A 4-arm, Randomized, Double-blind, Placebo-controlled Trial. | [2023] The implementation of enhanced recovery after surgery pathway in patients undergoing posterior thoracolumbar fusion for degenerative spinal deformity.",1.3,311.8,China,46.5,3.9,11.2,101265112,6.1,53.5,0.13,5.3,1.0,375,,,
database study,2,2014,2022,0.436,0.367,476,"of background data (lift 13.0, wsp. 19); summary of background (lift 12.9, wsp. 19); bone morphogenetic protein (lift 8.4, wsp. 4)",[2013] Outpatient surgery reduces short-term complications in lumbar discectomy: an analysis of 4310 patients from the ACS-NSQIP database. | [2015] Surgically treated cases of lumbar spondylolysis and isthmic spondylolisthesis: a multicenter study. | [2013] A systematic review on the reporting of outcome data in studies on autologous osteochondral transplantation for the treatment of osteochondral lesions of the talus.,[2023] An Analysis of a Decade of Lumbar Interbody Cage Failures in the United States: A MAUDE Database Study. | [2023] Cost Analysis of Conversion Total Knee Arthroplasty: A Multi-Institutional Database Study. | [2023] Comparison of Surgical Outcomes Between Anterior and Posterior Cervical Fusions Stratified by Levels Decompressed.,0.9,380.6,USA,67.8,2.1,19.5,7610646,10.5,23.7,0.18,3.8,0.8,447,,,
the direct anterior,3,2015,2021,0.387,0.364,553,"anterior approach to (lift 147.7, wsp. 14); performed through a (lift 35.2, wsp. 5); minimally invasive total (lift 29.3, wsp. 4); approach to the (lift 16.5, wsp. 13); hip the (lift 12.2, wsp. 5)",[2014] Does the direct anterior approach in THA offer faster rehabilitation and comparable safety to the posterior approach? | [2014] Does fluoroscopy with anterior hip arthroplasty decrease acetabular cup variability compared with a nonguided posterior approach? | [2014] The minimal invasive direct anterior approach in combination with large heads in total hip arthroplasty - is dislocation still a major issue? a case control study.,[2023] Is Heterotopic Ossification Associated With Surgical Approach in Total Hip Arthroplasty? | [2023] The direct anterior approach is safe and shortens hospital length of stay following hemiarthroplasty for neck of femur fracture. | [2023] Short-term difference only in reported outcomes (PROMs) after anterior or posterior approach to total hip arthroplasty: a 4-year prospective multi-centre observational study.,0.8,412.0,USA,30.5,7.1,13.1,8703515,24.6,12.0,0.086,8.1,0.95,505,,,
of tranexamic acid,3,2015,2021,0.543,0.362,775,"autologous blood (lift 28.6, wsp. 10); bolus (lift 28.3, wsp. 10); 30 mg (lift 21.4, wsp. 4); design and method (lift 20.7, wsp. 4); packed (lift 14.9, wsp. 5)",[2014] The effect of tranexamic acid on hemoglobin levels during total knee arthroplasty. | [2015] The efficacy of tranexamic acid and corticosteroid on edema and ecchymosis in septorhinoplasty. | [2014] Topical tranexamic acid reduces blood loss and transfusion rates associated with primary total hip arthroplasty.,[2023] Value of Tranexamic Acid and Progressive Nursing in Accelerating Postoperative Rehabilitation After Total Knee Arthroplasty. | [2023] Effect of Topical Administration of Tranexamic Acid on Intraoperative and Postoperative Blood Loss during Posterior Cervical Laminectomy and Fusion Surgery: A Retrospective Study. | [2023] The Clinical Effect of Topical Application of Tranexamic Acid in Arthroscopic Synovectomy of Pigmented Villonodular Synovitis of the Knee.,0.8,549.6,China,37.6,5.4,11.8,8703515,9.3,42.2,0.067,10.4,0.43,642,,,
biportal,1,2022,2025,0.676,0.362,305,"epidural hematoma (lift 62.5, wsp. 10); hematoma in (lift 46.6, wsp. 4); decompressive laminectomy (lift 44.6, wsp. 5); herniated (lift 37.9, wsp. 15); decompressed (lift 34.2, wsp. 4)","[2021] Clinical Comparison of Unilateral Biportal Endoscopic Laminectomy versus Microendoscopic Laminectomy for Single-Level Laminectomy: A Single-Center, Retrospective Analysis. | [2021] Postoperative spinal epidural hematoma in a biportal endoscopic spine surgery. | [2021] Modified far lateral endoscopic transforaminal lumbar interbody fusion using a biportal endoscopic approach: technical report and preliminary results.",[2023] A Low-Cost Mobile Training Model for Biportal Endoscopic Spinal Surgery. | [2023] Comparison of Clinical Outcomes and Muscle Invasiveness between Unilateral Biportal Endoscopic Discectomy and Percutaneous Endoscopic Interlaminar Discectomy for Lumbar Disc Herniation at L5/S1 Level. | [2023] [Comparison of mid-term effectiveness of unilateral biportal endoscopy-transforaminal lumbar interbody fusion with minimally invasive surgery-transforaminal lumbar interbody fusion assisted with three-dimensional microscope in treating lumbar spondylolisthesis].,2.8,183.7,China,70.2,1.9,5.2,101528275,13.9,16.8,0.246,2.8,1.0,251,,,
surgery a systematic,3,2015,2024,0.486,0.362,504,"literature objective (lift 49.5, wsp. 4); major orthopedic surgery (lift 33.7, wsp. 6); arthroscopic knee surgery (lift 33.5, wsp. 4)",[2014] The efficacy of antifibrinolytic drugs in children undergoing noncardiac surgery: a systematic review of the literature. | [2014] Complications associated with the initial learning curve of minimally invasive spine surgery: a systematic review. | [2014] Surgical management of labral tears during femoroacetabular impingement surgery: a systematic review.,"[2023] The Radiographic Femoroepiphyseal Acetabular Roof Index Is a Reliable and Reproducible Diagnostic Tool in Patients Undergoing Hip-Preservation Surgery: A Systematic Review. | [2023] Risk factors of early complications after thoracic and lumbar spinal deformity surgery: a systematic review and meta-analysis. | [2023] CORR Insights®: What Are the Challenges Related to Family Planning, Pregnancy, and Parenthood Faced by Women in Orthopaedic Surgery? A Systematic Review.",0.7,420.7,USA,24.1,8.0,6.4,0075674,4.6,61.5,0.112,6.2,0.87,438,,,
hounsfield unit,2,2022,2025,0.669,0.359,403,"density of the (lift 90.2, wsp. 17); the bone mineral (lift 41.2, wsp. 5); body was (lift 29.2, wsp. 5); in the cervical (lift 15.0, wsp. 5); recombinant human (lift 13.0, wsp. 4)",[2021] Femoral Neck Hounsfield Units as an Adjunct for Bone Mineral Density After Combat-Related Lower Extremity Amputation. | [2021] Utility of Hounsfield units in predicting fusion rates of patients undergoing anterior odontoid screw fixation following Anderson d'Alonzo type II and shallow type III fractures. | [2021] Preoperative Hounsfield Units at the Planned Upper Instrumented Vertebrae May Predict Proximal Junctional Kyphosis in Adult Spinal Deformity.,[2023] CT Hounsfield unit is a reliable parameter for screws loosening or cages subsidence in minimally invasive transforaminal lumbar interbody fusion. | [2023] [3D-printed vertebral body in anterior spinal reconstruction after total spondylectomy for patients with cervical chordoma]. | [2023] Vertebral Bone Quality Score as a Predictor of Pedicle Screw Loosening Following Surgery for Degenerative Lumbar Disease.,2.0,195.8,China,42.5,4.1,9.4,9301980,10.7,24.6,0.258,2.7,1.0,244,,,
a retrospective observational,3,2016,2024,0.439,0.358,452,"patient with rheumatoid (lift 15.4, wsp. 4); with rheumatoid arthritis (lift 13.5, wsp. 4); in whom (lift 6.0, wsp. 4); rheumatoid arthritis (lift 5.1, wsp. 4); of background data (lift 3.8, wsp. 8)",[2015] Prophylactic effect of fondaparinux and enoxaparin for preventing pulmonary embolism after total hip or knee arthroplasty: A retrospective observational study using the Japanese Diagnosis Procedure Combination database. | [2015] Management of paediatric maxillofacial fractures: conventional methods and resorbable materials. | [2015] Clinical characteristics and survival of patients with diabetes mellitus following non-traumatic lower extremity amputation.,[2023] Prosthetic fitting associated with better survival at 5 years after above-knee amputation due to vascular insufficiency. | [2023] Surgical and perioperative management of flail chest with titanium plates: a French cohort series from a thoracic referral center. | [2023] How Does Preoperative Anemia Impact Clinical Outcomes Following Primary Total Hip Arthroplasty?: Experience From Colombia.,1.0,356.7,China,12.8,13.8,9.1,2985248R,5.6,61.2,0.134,5.2,0.79,393,,,
after reverse,2,2011,2024,0.391,0.356,502,"shoulder prosthesis (lift 101.3, wsp. 10); shoulder the (lift 48.8, wsp. 5); guideline for (lift 4.8, wsp. 4)",[2010] A method for documenting the change in center of rotation with reverse total shoulder arthroplasty and its application to a consecutive series of 68 shoulders having reconstruction with one of two different reverse prostheses. | [2010] Moment arms of the shoulder musculature after reverse total shoulder arthroplasty. | [2010] Long-term activity restrictions after shoulder arthroplasty: an international survey of experienced shoulder surgeons.,[2023] Diagnosis and Management of Early Complications After Reverse Shoulder Arthroplasty. | [2023] Factors affecting stress shielding and osteolysis after reverse shoulder arthroplasty: A multicenter study in a Japanese population. | [2023] Trends in Venous Thromboembolism After Shoulder Arthroplasty in the United States: Analysis Following the 2009 American Academy of Orthopaedic Surgeons Clinical Practical Guidelines.,0.8,382.2,USA,43.9,4.4,8.6,9206499,43.4,5.0,0.096,7.2,0.94,486,,,
learning model,2,2021,2025,0.522,0.345,283,,[2020] A Novel Machine Learning Model Developed to Assist in Patient Selection for Outpatient Total Shoulder Arthroplasty. | [2020] Intraoperative integration of structured light scanning for automatic tissue classification: a feasibility study. | [2021] Classification of Opioid Usage Through Semi-Supervised Learning for Total Joint Replacement Patients.,[2023] Artificial Intelligence-Based Prediction of Lower Extremity Deep Vein Thrombosis Risk After Knee/Hip Arthroplasty. | [2023] The Use of Artificial Intelligence for the Prediction of Periprosthetic Joint Infection Following Aseptic Revision Total Knee Arthroplasty. | [2023] Using machine learning to predict venous thromboembolism and major bleeding events following total joint arthroplasty.,2.4,186.6,USA,40.9,4.1,6.7,8703515,9.8,38.6,0.312,2.2,1.0,253,,,
